lead_id,email,company,source,status,geo_id,created_at,updated_at
L001473,kristen85@example.com,Reeves and Sons,Partner,Working,GEO0648,2024-01-07T07:17:36,2025-03-21T20:00:50
L001474,desiree71@example.org,Rogers PLC,Outbound,New,GEO0190,2025-02-17T23:17:44,2025-11-27T06:07:11
L001475,nathan48@example.com,"Williams, Hodges and Gardner",Outbound,New,GEO0057,2024-07-25T16:04:11,2025-06-16T23:32:57
L001476,andrew42@example.net,Cruz PLC,Web,Disqualified,GEO0532,2025-04-30T20:40:57,2025-06-12T21:03:50
L001477,charleskennedy@example.com,Underwood-Alexander,Referral,Nurture,GEO0612,2024-05-13T15:02:56,2025-07-23T20:06:08
L001478,calhounmark@example.org,Kirby Inc,Web,Qualified,GEO0266,2024-05-23T21:26:44,2024-08-28T09:46:11
L001479,dwilson@example.com,"Lucas, Hood and Torres",Partner,Nurture,GEO0661,2024-09-13T13:17:05,2025-07-13T10:47:54
L001480,nancy17@example.org,Brown Group,Referral,Working,GEO0588,2025-06-07T02:12:56,2025-11-08T05:35:29
L001481,pwalker@example.net,Rodriguez PLC,Referral,Working,GEO0092,2024-07-22T00:28:28,2025-02-15T14:54:23
L001482,james01@example.org,Sanchez PLC,Outbound,Nurture,GEO0467,2024-08-06T08:29:17,2025-08-29T09:00:09
L001483,lhobbs@example.org,Nelson-Silva,Event,New,GEO0490,2024-07-16T11:41:19,2024-10-06T04:07:10
L001484,markturner@example.org,Perez-Mills,Partner,Working,GEO0722,2024-11-11T06:21:48,2025-10-03T19:40:16
L001485,andrew04@example.net,"Meyer, Hayes and Adams",Web,New,GEO0468,2025-02-07T21:26:00,2025-12-24T03:57:17
L001486,rodriguezharry@example.com,Hall-Waller,Referral,Working,GEO0293,2024-02-20T12:31:27,2025-10-18T22:07:08
L001487,jthompson@example.net,Chang Inc,Inbound SDR,Nurture,GEO0040,2024-08-15T14:36:06,2024-09-13T00:40:12
L001488,derrick14@example.com,Rivers PLC,Outbound,New,GEO0082,2024-07-19T14:45:49,2025-08-03T22:48:47
L001489,scotttammy@example.org,Adams Inc,Outbound,New,GEO0267,2025-09-16T05:02:31,2025-09-18T18:47:33
L001490,hlopez@example.net,"Butler, Oconnor and Garza",Inbound SDR,Qualified,GEO0314,2025-02-03T18:21:05,2025-07-04T06:45:04
L001491,scott95@example.org,"Long, Solis and Gray",Inbound SDR,Nurture,GEO0759,2025-02-15T16:23:20,2026-02-27T15:52:43
L001492,andrew35@example.com,"Baker, Cochran and Mullen",Event,Nurture,GEO0419,2025-03-29T08:35:07,2026-02-15T23:24:02
L001493,smithvictoria@example.org,Grant-Arias,Web,Qualified,GEO0355,2025-11-17T15:10:47,2025-11-27T11:26:26
L001494,imassey@example.com,"Snyder, Martin and Smith",Outbound,Disqualified,GEO0349,2024-07-16T05:29:38,2025-07-20T08:41:39
L001495,miguelchavez@example.net,Merritt-Mullen,Event,New,GEO0312,2024-07-23T01:42:27,2025-05-11T17:50:28
L001496,courtneymiller@example.net,Williams-Soto,Referral,New,GEO0705,2024-03-19T15:47:00,2024-12-19T19:13:42
L001497,michael30@example.com,Garcia and Sons,Outbound,Disqualified,GEO0582,2026-02-05T21:58:17,2026-02-08T03:30:30
L001498,jessica29@example.com,Cole-Robinson,Event,Nurture,GEO0294,2025-10-28T19:17:02,2025-11-12T07:24:05
L001499,rhall@example.org,Jones-Cole,Outbound,New,GEO0028,2025-02-24T10:36:39,2025-04-24T03:51:01
L001500,juliajoseph@example.com,Scott Group,Web,New,GEO0149,2024-02-27T04:47:57,2025-08-31T06:41:28
L001501,scott46@example.com,"Howe, Thomas and Alexander",Event,Working,GEO0234,2024-02-09T23:26:11,2024-03-12T04:59:44
L001502,brycemiles@example.org,Perez Ltd,Event,Working,GEO0625,2025-07-02T12:08:40,2025-07-15T09:14:45
L001503,randysanchez@example.org,Kline Group,Inbound SDR,Disqualified,GEO0315,2025-06-01T11:03:03,2025-11-19T08:04:14
L001504,brent75@example.org,Sanchez LLC,Event,Qualified,GEO0204,2024-03-10T16:45:29,2024-07-09T04:02:22
L001505,colleen20@example.net,Ford-Murphy,Referral,New,GEO0118,2024-02-24T04:42:13,2024-07-11T15:05:46
L001506,lawsonjames@example.com,Lewis-Jordan,Web,Working,GEO0191,2024-08-20T19:03:48,2025-07-03T12:24:44
L001507,fischerjeffrey@example.com,Villanueva-Sparks,Partner,Working,GEO0599,2024-05-01T12:53:15,2024-07-16T02:59:23
L001508,samuel85@example.org,Curtis-Buckley,Outbound,Disqualified,GEO0044,2025-02-07T03:45:59,2025-10-06T22:04:26
L001509,rdeleon@example.net,"Morgan, Garcia and Garcia",Outbound,Qualified,GEO0742,2024-05-12T17:08:58,2024-07-31T08:22:41
L001510,natalienixon@example.org,"Livingston, James and Shields",Inbound SDR,Qualified,GEO0554,2025-01-29T09:45:28,2025-07-15T01:10:58
L001511,leehayley@example.net,"Stephens, Hill and Snyder",Inbound SDR,New,GEO0745,2025-02-19T11:33:26,2025-04-15T17:40:24
L001512,uhopkins@example.org,Soto Group,Event,Working,GEO0629,2024-03-14T14:04:31,2025-04-29T20:05:42
L001513,elizabeth99@example.net,"Smith, Ho and Jones",Partner,Qualified,GEO0392,2024-07-18T17:52:34,2025-09-15T14:53:18
L001514,herreraashley@example.org,Jackson-Rogers,Event,Disqualified,GEO0042,2024-09-14T19:30:13,2025-12-10T17:27:42
L001515,jenniferwilliams@example.org,Smith PLC,Event,Qualified,GEO0426,2024-06-21T22:37:07,2024-10-24T15:38:39
L001516,cohenwilliam@example.com,Matthews-Tran,Partner,Working,GEO0183,2025-02-03T02:04:31,2025-12-05T05:41:58
L001517,castrovincent@example.com,Sanchez-Harrison,Partner,Disqualified,GEO0431,2024-08-11T16:14:17,2024-08-29T21:11:42
L001518,seanrodgers@example.net,Brown PLC,Partner,Nurture,GEO0226,2025-10-03T12:10:26,2025-11-26T17:01:33
L001519,karenbarnes@example.org,"Brooks, Fuller and Patterson",Referral,Disqualified,GEO0408,2025-01-24T14:15:57,2025-03-30T03:00:43
L001520,erichayes@example.com,"Moore, Pham and Kennedy",Outbound,Disqualified,GEO0714,2026-02-09T07:30:28,2026-02-18T05:41:18
L001521,heatheralexander@example.org,Wolf Ltd,Event,Working,GEO0483,2024-11-12T13:19:32,2024-11-13T15:32:36
L001522,francochristopher@example.net,"Rowe, Jackson and Mann",Outbound,New,GEO0118,2024-09-17T04:28:36,2025-04-29T01:53:21
L001523,hernandezjamie@example.net,"Lewis, Williams and Wright",Outbound,Disqualified,GEO0629,2025-04-21T09:14:35,2026-01-28T14:49:12
L001524,jasonmitchell@example.org,Ortiz LLC,Inbound SDR,Nurture,GEO0151,2024-07-31T12:10:10,2025-05-18T22:25:17
L001525,johnnyli@example.net,Nicholson LLC,Partner,Working,GEO0363,2024-10-04T14:49:49,2025-03-21T05:52:14
L001526,michaelgarcia@example.net,Stanton-Allen,Web,Working,GEO0334,2024-04-12T08:58:59,2024-04-13T00:40:21
L001527,katiemcclure@example.org,Alvarez-Williams,Inbound SDR,Working,GEO0509,2024-03-07T19:16:33,2025-05-06T19:12:21
L001528,umartin@example.net,Fleming PLC,Partner,Nurture,GEO0073,2024-01-21T11:12:27,2025-11-15T09:03:15
L001529,laura05@example.org,Oconnell-Collins,Referral,Nurture,GEO0454,2026-02-13T14:02:13,2026-02-18T00:12:26
L001530,tyler71@example.org,Thomas LLC,Referral,New,GEO0400,2025-10-07T12:53:08,2026-01-17T07:36:34
L001531,igrant@example.com,"Olson, Crawford and Wilson",Event,Disqualified,GEO0571,2024-08-28T22:11:18,2024-11-20T04:03:00
L001532,hamiltonchristine@example.org,Hogan-Weaver,Event,Disqualified,GEO0268,2025-07-29T08:05:14,2025-11-01T04:26:08
L001533,vwiggins@example.org,"Foster, Valdez and Lozano",Partner,Disqualified,GEO0595,2024-06-14T22:32:05,2024-07-01T17:22:02
L001534,clewis@example.org,"Daniels, Anderson and Sherman",Inbound SDR,New,GEO0249,2024-02-05T19:06:46,2025-10-11T15:25:21
L001535,mary31@example.net,Leonard PLC,Event,Disqualified,GEO0782,2025-04-24T03:03:50,2025-10-27T01:12:06
L001536,daltonjames@example.org,Hansen Inc,Inbound SDR,Qualified,GEO0605,2025-08-24T02:49:05,2025-09-22T23:29:41
L001537,fcarroll@example.com,Zhang-Walter,Outbound,Disqualified,GEO0624,2024-01-07T17:47:09,2024-06-11T07:32:21
L001538,erikmata@example.org,Nelson-Bennett,Outbound,Nurture,GEO0619,2024-12-07T13:41:32,2025-04-19T14:24:30
L001539,christinebrennan@example.org,"Gillespie, Dominguez and Gray",Inbound SDR,New,GEO0765,2024-11-16T20:56:24,2025-02-25T08:16:29
L001540,burkepaul@example.net,Gonzalez-Gonzalez,Event,Disqualified,GEO0585,2024-01-09T09:19:11,2025-05-29T08:03:30
L001541,lindazhang@example.com,"Oliver, Green and Nelson",Event,Qualified,GEO0658,2025-02-19T09:18:07,2025-03-16T12:07:36
L001542,lellis@example.com,"Stanley, French and Chavez",Partner,New,GEO0501,2024-06-19T20:19:48,2024-08-28T22:08:09
L001543,vcrawford@example.com,"Beck, Gallagher and Cox",Inbound SDR,New,GEO0424,2024-05-31T07:46:34,2025-10-18T21:27:28
L001544,jtorres@example.org,"Smith, Moody and Gordon",Inbound SDR,Disqualified,GEO0355,2024-07-31T09:08:37,2024-10-06T16:19:55
L001545,piercemark@example.org,"Gray, Carter and Ochoa",Referral,New,GEO0606,2025-01-24T04:15:37,2025-03-20T16:08:19
L001546,donnamassey@example.net,Maldonado-Patterson,Inbound SDR,Nurture,GEO0072,2026-01-30T23:56:06,2026-02-22T09:47:02
L001547,erika08@example.com,"Yoder, Morgan and Frey",Event,Qualified,GEO0207,2026-01-28T07:18:02,2026-02-07T19:54:11
L001548,evanskaren@example.com,Taylor-Bowman,Outbound,Qualified,GEO0387,2025-02-06T21:13:06,2025-09-10T14:34:52
L001549,annagray@example.org,"Hays, Oliver and Barnes",Web,Nurture,GEO0222,2025-10-14T09:12:31,2025-12-20T09:15:04
L001550,donald71@example.com,"Murray, Arnold and Lindsey",Outbound,Disqualified,GEO0244,2026-02-02T22:23:16,2026-02-06T07:37:29
L001551,carlsonpeter@example.net,"Campos, Martinez and Dunn",Web,Disqualified,GEO0522,2024-06-08T03:45:47,2026-01-01T15:01:52
L001552,josephburns@example.net,Eaton-Simmons,Partner,Working,GEO0172,2024-12-13T08:22:14,2025-11-15T02:07:22
L001553,emily02@example.org,Mcintosh-Brown,Outbound,Disqualified,GEO0624,2026-02-24T01:29:38,2026-02-24T21:43:16
L001554,zprince@example.org,King Ltd,Inbound SDR,New,GEO0618,2025-07-19T21:50:12,2025-12-20T16:53:10
L001555,nashkara@example.org,Lewis-Hernandez,Web,Disqualified,GEO0059,2025-08-17T20:00:46,2025-12-26T12:02:19
L001556,brittanyprice@example.net,Simon-Burke,Event,New,GEO0090,2024-10-02T18:14:33,2025-09-03T01:54:37
L001557,deanna62@example.com,Fleming-Wood,Partner,New,GEO0033,2025-07-04T02:17:37,2025-10-08T22:36:26
L001558,matthewssandra@example.org,Cobb Inc,Referral,Nurture,GEO0587,2024-10-04T07:46:29,2025-01-09T23:20:37
L001559,ewilliams@example.net,Nunez Inc,Referral,Nurture,GEO0733,2025-04-26T07:12:19,2025-08-10T08:04:07
L001560,pfisher@example.net,"Clayton, Chapman and Hamilton",Referral,Disqualified,GEO0204,2026-02-28T20:47:57,2026-03-01T20:06:59
L001561,imcdonald@example.com,Holt-Ward,Outbound,Disqualified,GEO0447,2024-10-13T23:44:16,2024-10-27T04:10:37
L001562,emccormick@example.org,"Griffin, Guerra and Gomez",Referral,Disqualified,GEO0274,2024-09-25T01:44:48,2025-02-25T20:09:00
L001563,irodriguez@example.net,Baird PLC,Partner,Nurture,GEO0543,2026-01-24T14:10:33,2026-02-21T09:42:14
L001564,jgomez@example.net,"Walter, Johnson and Wood",Event,Disqualified,GEO0295,2025-10-30T06:44:22,2026-01-09T12:54:08
L001565,hturner@example.org,"Hart, Beck and Williams",Inbound SDR,Working,GEO0345,2024-04-30T03:58:34,2026-02-14T08:05:57
L001566,ramirezamber@example.net,Ruiz and Sons,Web,Disqualified,GEO0071,2026-01-05T23:30:07,2026-02-14T14:35:03
L001567,johnsonphillip@example.com,"Dyer, Payne and Ray",Partner,Disqualified,GEO0565,2025-07-31T12:53:23,2025-12-25T16:22:19
L001568,ramirezkatherine@example.com,Shah-Hanson,Referral,Qualified,GEO0136,2024-03-13T05:12:18,2026-01-04T05:21:07
L001569,teresa21@example.com,"Flowers, Fisher and Berger",Outbound,Disqualified,GEO0674,2024-07-21T03:28:20,2025-06-10T13:20:04
L001570,ashleybrady@example.org,Mccoy Group,Inbound SDR,Working,GEO0281,2025-04-16T21:39:16,2025-07-11T12:09:47
L001571,jillmontgomery@example.org,Pace-Andersen,Web,Qualified,GEO0670,2024-02-02T18:57:55,2024-11-28T23:14:16
L001572,julianmorris@example.com,Rivera-Parker,Referral,Nurture,GEO0260,2025-06-14T00:49:22,2025-10-27T14:46:44
L001573,fowlerjennifer@example.net,Scott-Garza,Partner,New,GEO0582,2025-10-16T10:18:52,2025-11-03T21:08:18
L001574,yreed@example.net,Vasquez Inc,Outbound,Nurture,GEO0704,2026-01-01T16:35:58,2026-01-19T06:03:01
L001575,micheal16@example.com,Brown-Orr,Inbound SDR,Nurture,GEO0385,2025-12-04T00:29:40,2025-12-28T10:12:20
L001576,meagan84@example.com,Barber-Roy,Event,Working,GEO0281,2024-07-14T09:16:39,2024-12-15T18:43:46
L001577,schultztina@example.com,Russell and Sons,Partner,Qualified,GEO0319,2024-12-14T14:35:24,2025-11-05T03:08:35
L001578,whitejuan@example.org,"Bruce, Flynn and Kirk",Web,Qualified,GEO0460,2026-02-17T01:13:16,2026-02-19T23:10:55
L001579,lewismiranda@example.org,Moran and Sons,Event,Working,GEO0094,2025-10-31T12:08:52,2025-12-05T12:45:46
L001580,timothy22@example.com,Edwards LLC,Event,Qualified,GEO0527,2025-05-21T02:25:25,2025-12-15T07:00:15
L001581,davidblackwell@example.org,"Taylor, Lewis and Wiggins",Inbound SDR,Qualified,GEO0479,2024-03-19T04:07:52,2024-06-30T13:10:44
L001582,daviscarol@example.net,Davis-Evans,Referral,Nurture,GEO0215,2024-11-06T02:26:47,2025-10-17T18:24:04
L001583,fitzgeraldamy@example.com,"Santos, Taylor and Cabrera",Outbound,Qualified,GEO0240,2025-11-24T01:00:58,2025-11-24T20:19:03
L001584,dhamilton@example.net,Rodriguez Group,Inbound SDR,Disqualified,GEO0478,2025-12-18T06:49:59,2026-02-28T06:27:43
L001585,dariuslewis@example.com,Santiago LLC,Outbound,Qualified,GEO0420,2025-02-08T12:48:08,2025-08-27T01:32:58
L001586,williamwatkins@example.net,Higgins LLC,Inbound SDR,Nurture,GEO0131,2025-09-20T10:35:32,2025-11-09T20:30:55
L001587,iharris@example.com,Davis Inc,Referral,New,GEO0262,2024-05-01T10:40:21,2025-11-25T08:22:13
L001588,martinezmelissa@example.net,"Willis, Jackson and Stevens",Inbound SDR,Qualified,GEO0463,2025-05-26T18:30:15,2025-10-19T03:29:19
L001589,belltracy@example.net,Cuevas Group,Outbound,Nurture,GEO0770,2024-01-11T02:59:22,2025-09-11T04:36:07
L001590,james35@example.com,Hayes-Combs,Referral,New,GEO0551,2024-05-22T22:22:51,2025-10-19T17:31:56
L001591,peter12@example.net,"Clayton, Nichols and Morton",Referral,Nurture,GEO0398,2024-01-29T04:53:55,2024-03-05T17:01:45
L001592,jack96@example.net,"Atkins, Walters and Perez",Partner,Qualified,GEO0174,2024-09-28T23:36:39,2024-11-30T01:51:37
L001593,victor26@example.net,"Mendoza, Wells and Petersen",Inbound SDR,Disqualified,GEO0100,2025-05-28T13:20:27,2026-01-28T06:12:47
L001594,kimberlyellis@example.org,"Washington, Harris and Arroyo",Partner,Nurture,GEO0153,2024-10-04T16:43:16,2024-11-16T23:44:30
L001595,amandamiller@example.com,"Woods, Howard and West",Event,Qualified,GEO0673,2024-04-20T22:10:18,2025-07-21T23:55:27
L001596,heatherrose@example.net,Gentry-Castro,Partner,Working,GEO0108,2025-09-03T19:21:01,2025-10-11T00:00:52
L001597,fullermegan@example.com,Mccarthy-Schneider,Partner,Working,GEO0360,2024-11-27T10:25:51,2025-04-17T05:25:41
L001598,donbradley@example.com,Higgins PLC,Inbound SDR,Nurture,GEO0306,2024-06-13T10:34:27,2024-10-10T06:17:29
L001599,bhoffman@example.org,Williams and Sons,Event,New,GEO0600,2025-01-24T09:00:00,2025-03-20T05:32:49
L001600,raymond98@example.org,"Chapman, Gonzales and Henderson",Web,New,GEO0115,2025-06-09T09:15:19,2025-08-10T17:43:11
L001601,sschroeder@example.com,"Small, Nichols and Foster",Referral,Nurture,GEO0414,2024-10-16T17:33:00,2025-05-10T14:53:30
L001602,tiffanylucero@example.com,Estes-Pace,Event,Working,GEO0627,2024-06-05T06:14:36,2024-06-17T12:36:20
L001603,miguel08@example.net,Molina PLC,Inbound SDR,Nurture,GEO0348,2026-01-21T05:10:14,2026-01-27T00:51:05
L001604,aaron62@example.net,"Harvey, Morris and Collins",Web,Nurture,GEO0587,2024-06-27T04:35:14,2025-02-07T15:51:01
L001605,timothy28@example.net,"Olson, Ray and Archer",Partner,Qualified,GEO0565,2025-12-21T01:02:13,2025-12-28T05:11:17
L001606,hboyd@example.org,Stanley Inc,Outbound,Working,GEO0325,2025-10-08T18:45:13,2025-11-01T12:25:15
L001607,ann85@example.org,Guzman Ltd,Event,Working,GEO0297,2026-01-13T02:32:01,2026-02-14T02:49:57
L001608,meganwood@example.net,"Arroyo, Hughes and Erickson",Inbound SDR,Qualified,GEO0453,2024-10-08T23:35:54,2025-11-22T23:19:57
L001609,nicholsoncaroline@example.net,"Anderson, Lam and Huang",Event,New,GEO0582,2026-01-23T04:15:22,2026-02-24T17:09:46
L001610,phelpsadam@example.org,Young PLC,Inbound SDR,New,GEO0644,2025-05-28T22:53:53,2025-09-06T02:08:47
L001611,johnsonpatricia@example.com,Thompson Ltd,Partner,Working,GEO0179,2024-09-20T15:50:03,2024-12-10T14:25:38
L001612,smithchristine@example.org,Jones PLC,Event,New,GEO0072,2024-07-29T00:09:29,2026-01-29T08:38:50
L001613,griffincourtney@example.net,"Pham, Jennings and Torres",Partner,New,GEO0508,2026-01-07T04:37:12,2026-01-20T15:10:49
L001614,karen46@example.org,Sullivan PLC,Event,Qualified,GEO0038,2025-08-19T11:43:38,2025-10-16T11:22:01
L001615,fmitchell@example.com,Ellison Group,Referral,Qualified,GEO0123,2025-12-24T18:19:08,2025-12-28T08:40:51
L001616,crystaldixon@example.org,Rogers-Diaz,Referral,Qualified,GEO0091,2025-05-17T07:00:52,2025-07-01T02:10:01
L001617,kimberly06@example.org,"Snyder, Brown and Collins",Event,New,GEO0525,2024-11-20T08:58:45,2025-10-29T20:44:36
L001618,krodriguez@example.net,"Montgomery, Saunders and Tucker",Referral,Nurture,GEO0130,2025-06-16T14:56:31,2025-12-24T14:04:01
L001619,rodrigueztravis@example.com,Miller LLC,Outbound,Working,GEO0160,2024-04-30T06:36:30,2025-10-28T13:16:21
L001620,rhall@example.com,"Williams, Ibarra and Harmon",Outbound,Qualified,GEO0179,2024-05-03T17:33:23,2024-05-22T11:51:43
L001621,woodjason@example.com,Becker LLC,Web,Disqualified,GEO0366,2024-04-28T19:56:28,2024-06-16T02:14:40
L001622,katherinehernandez@example.net,"Craig, Lopez and Jimenez",Web,Nurture,GEO0390,2024-03-22T21:34:57,2024-04-26T13:10:47
L001623,catherine39@example.org,"Williams, Smith and Fitzpatrick",Partner,Working,GEO0341,2025-04-05T15:19:04,2025-06-26T15:49:44
L001624,duffydavid@example.com,Maxwell Ltd,Referral,Working,GEO0265,2025-06-21T05:12:18,2026-02-15T05:14:10
L001625,otaylor@example.com,"Green, Ramsey and Tucker",Web,Working,GEO0789,2024-05-26T18:40:29,2024-07-22T22:05:45
L001626,frank68@example.net,Patel and Sons,Partner,Qualified,GEO0274,2024-07-05T04:48:06,2025-03-02T06:17:08
L001627,gcarey@example.org,Baker-Young,Event,Qualified,GEO0647,2024-07-16T22:14:49,2025-09-14T23:52:09
L001628,brandivargas@example.net,"Kelley, Lyons and Lane",Referral,Working,GEO0263,2026-02-13T18:33:56,2026-02-18T15:03:01
L001629,larsondebra@example.org,Vang-Smith,Referral,Qualified,GEO0499,2025-01-30T19:17:12,2025-11-18T15:40:10
L001630,wilsonsarah@example.net,Huynh Ltd,Referral,Working,GEO0608,2024-09-28T14:36:12,2025-07-27T23:27:10
L001631,xwest@example.com,Curry-Walker,Web,Disqualified,GEO0344,2025-11-05T15:21:51,2026-03-01T04:10:28
L001632,tiffany82@example.org,Leonard-Robinson,Partner,Nurture,GEO0662,2025-05-06T16:54:33,2025-12-23T03:18:14
L001633,campbellmichael@example.com,Davidson-Collins,Event,Qualified,GEO0336,2025-12-05T07:43:37,2025-12-30T08:29:38
L001634,allenramirez@example.com,Hull-Moore,Referral,New,GEO0168,2025-04-25T04:33:34,2025-09-22T23:03:17
L001635,beverly52@example.net,Martin-Bentley,Outbound,Nurture,GEO0584,2026-02-20T11:27:21,2026-03-01T22:19:34
L001636,stephaniemitchell@example.org,"Williams, Bowman and Knight",Outbound,Working,GEO0010,2025-10-12T23:30:37,2025-11-14T01:34:39
L001637,eric58@example.net,Hall-Walsh,Event,Nurture,GEO0652,2026-01-10T12:06:44,2026-01-19T22:07:58
L001638,lopezrebecca@example.com,"Johnson, Snyder and Moore",Event,Qualified,GEO0389,2024-01-23T15:51:36,2024-03-28T20:35:34
L001639,daniel46@example.org,White Group,Outbound,Qualified,GEO0665,2024-06-07T21:07:30,2024-08-09T02:40:14
L001640,manuel93@example.org,Smith-Carr,Event,Working,GEO0465,2025-03-06T07:01:00,2025-07-16T20:54:27
L001641,tbrooks@example.com,Meza Group,Referral,Working,GEO0089,2024-12-30T19:28:33,2025-03-28T17:01:29
L001642,josephlarson@example.com,"Meza, Harrison and Baker",Event,Working,GEO0376,2024-11-18T21:38:17,2025-08-06T05:31:04
L001643,wolfbradley@example.net,Berry-Scott,Partner,Qualified,GEO0794,2026-02-17T04:04:14,2026-02-20T17:22:06
L001644,wilsonkristy@example.com,Ortega-Ball,Referral,Qualified,GEO0248,2025-01-25T03:32:16,2025-11-16T17:14:18
L001645,xsmith@example.net,Jones-Melton,Event,Working,GEO0495,2024-05-04T11:52:57,2025-09-08T01:35:06
L001646,cameron05@example.org,Freeman-Murphy,Event,Qualified,GEO0141,2025-05-21T21:44:13,2025-10-17T06:14:30
L001647,jmiller@example.org,Guerra-Newman,Partner,Qualified,GEO0052,2024-10-17T21:41:46,2025-08-09T23:17:48
L001648,kgray@example.com,"Williams, Richards and Miller",Referral,Nurture,GEO0706,2024-11-22T00:37:23,2025-02-03T20:30:26
L001649,kallen@example.org,Ingram-Moore,Partner,Working,GEO0180,2024-04-14T00:52:03,2025-05-01T13:15:16
L001650,samuelhamilton@example.org,Brown-Fuller,Inbound SDR,Nurture,GEO0678,2025-04-08T22:15:34,2025-06-25T17:46:32
L001651,kimberlyjohns@example.org,"Webster, Miranda and Goodman",Partner,Nurture,GEO0314,2024-05-20T19:30:34,2025-05-29T09:22:50
L001652,prose@example.org,"Robbins, Anderson and Garcia",Web,Nurture,GEO0695,2024-12-20T09:53:59,2025-02-13T10:35:48
L001653,ashley58@example.com,Yoder-Andrews,Web,Disqualified,GEO0225,2025-05-12T08:32:51,2025-06-07T12:02:49
L001654,jjohnson@example.org,Macias Inc,Inbound SDR,Qualified,GEO0053,2025-02-13T19:46:11,2025-07-06T22:16:38
L001655,usparks@example.com,Williams-Johnson,Partner,Working,GEO0419,2025-12-10T04:12:05,2026-02-19T04:00:21
L001656,willie24@example.com,Hammond Ltd,Event,New,GEO0524,2025-09-07T12:34:56,2025-11-21T01:50:32
L001657,hinesstacey@example.com,"Hall, Barr and Eaton",Event,Disqualified,GEO0773,2025-12-08T00:39:16,2026-01-02T08:31:52
L001658,lisajones@example.org,Nash-Hartman,Partner,Qualified,GEO0581,2024-09-30T23:31:36,2026-02-08T16:09:26
L001659,fchang@example.com,"Savage, Todd and Maddox",Referral,Qualified,GEO0695,2025-06-06T09:20:58,2026-02-26T06:04:43
L001660,smithsamantha@example.com,Young-Meza,Partner,New,GEO0442,2024-10-30T03:43:40,2025-06-13T03:17:30
L001661,richardclark@example.com,Green PLC,Web,Qualified,GEO0262,2024-06-28T07:49:57,2025-01-16T18:23:17
L001662,cynthiascott@example.com,Andrews LLC,Inbound SDR,Disqualified,GEO0389,2025-10-04T17:41:15,2025-12-25T06:14:26
L001663,montesnicholas@example.net,Davis-Chan,Partner,Working,GEO0787,2024-05-23T13:31:29,2025-04-20T01:27:12
L001664,larryburke@example.com,Riddle Group,Inbound SDR,Qualified,GEO0119,2026-01-20T22:39:13,2026-01-31T22:58:41
L001665,norrisrobert@example.com,"Adams, Stein and Martinez",Event,Nurture,GEO0223,2024-12-17T18:02:16,2025-02-11T22:51:47
L001666,walkerjanice@example.org,"Ortiz, Allen and Mendoza",Event,Nurture,GEO0421,2025-07-11T16:47:46,2025-10-21T05:12:36
L001667,hammondcourtney@example.org,"Hodges, Thompson and Martin",Partner,Working,GEO0012,2024-03-19T12:31:28,2025-01-27T07:16:43
L001668,david04@example.org,Zimmerman Ltd,Inbound SDR,New,GEO0442,2025-10-02T08:24:56,2026-01-22T02:31:41
L001669,hughesglenn@example.org,Johnson-Adams,Outbound,New,GEO0435,2024-01-11T09:20:10,2026-02-10T15:13:22
L001670,edaniels@example.com,Parker LLC,Web,Disqualified,GEO0580,2024-05-25T02:14:13,2025-03-21T22:47:14
L001671,mpark@example.net,"Campbell, Powers and Thomas",Partner,Qualified,GEO0618,2026-01-12T09:56:24,2026-01-30T11:36:18
L001672,pcastillo@example.net,Montgomery-Tran,Web,Nurture,GEO0196,2024-09-20T00:19:01,2025-01-08T14:28:52
L001673,robinmorgan@example.net,Howell Inc,Outbound,Qualified,GEO0561,2025-12-09T11:08:56,2025-12-13T00:14:19
L001674,pramos@example.com,Sullivan-Patterson,Inbound SDR,Disqualified,GEO0049,2025-08-14T08:43:56,2025-08-30T03:20:08
L001675,candice77@example.org,Flores-Briggs,Referral,Disqualified,GEO0348,2025-09-14T12:18:19,2025-09-26T17:40:16
L001676,natalie53@example.net,Mcintyre-Orr,Inbound SDR,New,GEO0035,2024-04-07T17:24:52,2025-08-03T04:18:01
L001677,twilliams@example.net,"Johnston, Smith and Jones",Web,Working,GEO0487,2025-11-14T10:44:42,2026-02-05T08:27:23
L001678,christopher49@example.com,"Stevens, Mckay and Daniels",Partner,Qualified,GEO0069,2025-07-15T14:50:18,2025-12-26T23:53:28
L001679,leslie18@example.net,"Rowland, Brown and Monroe",Event,Disqualified,GEO0264,2025-03-18T02:36:15,2025-06-01T18:35:55
L001680,christine31@example.net,Sawyer-Wood,Referral,Working,GEO0368,2025-03-21T14:13:04,2025-05-17T20:10:38
L001681,davidsonpatricia@example.net,Pennington PLC,Inbound SDR,Working,GEO0730,2025-07-25T18:48:35,2025-12-04T07:32:00
L001682,alyssagardner@example.org,"Cox, Lee and Williamson",Web,Nurture,GEO0597,2026-02-22T13:38:39,2026-02-25T14:26:47
L001683,wperez@example.com,Moreno-Contreras,Web,Qualified,GEO0034,2025-09-21T16:27:14,2025-11-02T18:22:25
L001684,cantubrenda@example.com,Jackson Inc,Event,Qualified,GEO0798,2026-01-28T17:17:37,2026-02-11T03:52:37
L001685,david11@example.net,Stout and Sons,Referral,Nurture,GEO0721,2025-05-18T12:09:31,2025-07-07T08:58:51
L001686,nicole44@example.com,"Carter, Anthony and Mercado",Referral,Qualified,GEO0621,2024-05-03T04:58:09,2025-11-15T07:01:19
